query;seed_ortholog;evalue;score;eggNOG_OGs;max_annot_lvl;COG_category;Description;Preferred_name;GOs;EC;KEGG_ko;KEGG_Pathway;KEGG_Module;KEGG_Reaction;KEGG_rclass;BRITE;KEGG_TC;CAZy;BiGG_Reaction;PFAMs
k105_106238_3;436308.Nmar_0639;1.16e-42;145.0;COG1651@1|root,arCOG02868@2157|Archaea,41T1M@651137|Thaumarchaeota;651137|Thaumarchaeota;O;DSBA oxidoreductase;-;-;-;-;-;-;-;-;-;-;-;-;Thioredoxin_4
k105_21669_2;1229909.NSED_08215;1.6e-63;194.0;arCOG08641@1|root,arCOG08641@2157|Archaea,41SU7@651137|Thaumarchaeota;651137|Thaumarchaeota;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
k105_21669_3;436308.Nmar_1494;9.17e-77;232.0;COG1986@1|root,arCOG01223@2157|Archaea,41SKV@651137|Thaumarchaeota;651137|Thaumarchaeota;H;Cytidylyltransferase-like;-;-;2.7.7.3;ko:K02201;ko00770,ko01100,map00770,map01100;M00120;R03035;RC00002;ko00000,ko00001,ko00002,ko01000;-;-;-;CTP_transf_like
k105_22627_1;1229909.NSED_08205;1.34e-28;104.0;arCOG10585@1|root,arCOG10585@2157|Archaea,41SW6@651137|Thaumarchaeota;651137|Thaumarchaeota;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
k105_22627_2;436308.Nmar_1490;3.35e-248;683.0;COG0180@1|root,arCOG01887@2157|Archaea,41SDK@651137|Thaumarchaeota;651137|Thaumarchaeota;J;Belongs to the class-I aminoacyl-tRNA synthetase family;-;-;6.1.1.2;ko:K01867;ko00970,map00970;M00359,M00360;R03664;RC00055,RC00523;ko00000,ko00001,ko00002,ko01000,ko01007,ko03016;-;-;-;tRNA-synt_1b
k105_22627_3;1229909.NSED_08195;5.67e-298;817.0;COG0016@1|root,arCOG00410@2157|Archaea,41S9U@651137|Thaumarchaeota;651137|Thaumarchaeota;J;Phenylalanyl-tRNA synthetase alpha subunit;-;-;6.1.1.20;ko:K01889;ko00970,map00970;M00359,M00360;R03660;RC00055,RC00523;ko00000,ko00001,ko00002,ko01000,ko01007,ko03016;-;-;-;tRNA-synt_2d
k105_22627_4;1229909.NSED_08190;0.0;875.0;COG0072@1|root,arCOG00412@2157|Archaea,41S8M@651137|Thaumarchaeota;651137|Thaumarchaeota;J;phenylalanyl-tRNA synthetase, beta subunit;-;-;6.1.1.20;ko:K01890;ko00970,map00970;M00359,M00360;R03660;RC00055,RC00523;ko00000,ko00001,ko00002,ko01000,ko01007,ko03016;-;-;-;B3_4,B5
k105_22627_6;436308.Nmar_1486;4.35e-93;273.0;COG2947@1|root,arCOG08640@2157|Archaea,41SK6@651137|Thaumarchaeota;651137|Thaumarchaeota;S;EVE domain;-;-;-;-;-;-;-;-;-;-;-;-;EVE
k105_22627_7;1229909.NSED_08180;2.57e-48;154.0;COG1522@1|root,arCOG01117@2157|Archaea,41ST7@651137|Thaumarchaeota;651137|Thaumarchaeota;K;Lrp/AsnC ligand binding domain;-;-;-;-;-;-;-;-;-;-;-;-;AsnC_trans_reg
k105_22627_8;1229909.NSED_08175;1.29e-111;323.0;arCOG08639@1|root,arCOG08639@2157|Archaea,41SP8@651137|Thaumarchaeota;651137|Thaumarchaeota;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
k105_22627_9;1229909.NSED_08170;1.88e-133;380.0;arCOG08638@1|root,arCOG08638@2157|Archaea,41T08@651137|Thaumarchaeota;651137|Thaumarchaeota;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
k105_22627_10;1121097.JCM15093_3196;2.12e-14;72.4;COG1048@1|root,COG1048@2|Bacteria,4NDZT@976|Bacteroidetes,2FX4D@200643|Bacteroidia,4ASWV@815|Bacteroidaceae;976|Bacteroidetes;C;Aconitase family (aconitate hydratase);acnA;-;4.2.1.3;ko:K01681;ko00020,ko00630,ko00720,ko01100,ko01110,ko01120,ko01130,ko01200,ko01210,ko01230,map00020,map00630,map00720,map01100,map01110,map01120,map01130,map01200,map01210,map01230;M00009,M00010,M00012,M00173,M00740;R01324,R01325,R01900;RC00497,RC00498,RC00618;br01601,ko00000,ko00001,ko00002,ko01000;-;-;-;Aconitase,Aconitase_C
k105_107510_1;436308.Nmar_0527;2.75e-36;122.0;COG1278@1|root,arCOG02983@2157|Archaea,41T9B@651137|Thaumarchaeota;651137|Thaumarchaeota;K;Cold shock protein domain;-;-;-;ko:K03704;-;-;-;-;ko00000,ko03000;-;-;-;CSD
k105_107510_2;1229909.NSED_02660;2.19e-108;316.0;arCOG08739@1|root,arCOG08739@2157|Archaea,41SN6@651137|Thaumarchaeota;651137|Thaumarchaeota;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
k105_107510_3;1229909.NSED_02665;7.86e-88;258.0;COG0231@1|root,arCOG04277@2157|Archaea,41SNP@651137|Thaumarchaeota;651137|Thaumarchaeota;J;Functions by promoting the formation of the first peptide bond;eif5a;-;-;ko:K03263;-;-;-;-;ko00000,ko03012;-;-;-;eIF-5a
k105_107510_4;1229909.NSED_02670;6.22e-130;372.0;COG2102@1|root,arCOG00035@2157|Archaea,41SHD@651137|Thaumarchaeota;651137|Thaumarchaeota;S;Diphthamide synthase;-;-;6.3.1.14;ko:K06927;-;-;R03613;RC00358;ko00000,ko01000,ko03012;-;-;-;Diphthami_syn_2
k105_107510_5;1229909.NSED_02675;2.05e-294;806.0;COG0541@1|root,arCOG01228@2157|Archaea,41SDP@651137|Thaumarchaeota;651137|Thaumarchaeota;U;Involved in targeting and insertion of nascent membrane proteins into the cytoplasmic membrane. Binds to the hydrophobic signal sequence of the ribosome-nascent chain (RNC) as it emerges from the ribosomes. The SRP-RNC complex is then targeted to the cytoplasmic membrane where it interacts with the SRP receptor FtsY;srp54;-;3.6.5.4;ko:K03106;ko02024,ko03060,ko03070,map02024,map03060,map03070;M00335;-;-;ko00000,ko00001,ko00002,ko01000,ko02044;3.A.5.1,3.A.5.2,3.A.5.7,3.A.5.8,3.A.5.9;-;-;SRP54,SRP54_N,SRP_SPB
k105_107510_6;1229909.NSED_02680;2.7e-179;510.0;COG1258@1|root,arCOG01015@2157|Archaea,41SHC@651137|Thaumarchaeota;651137|Thaumarchaeota;J;Responsible for synthesis of pseudouridine from uracil- 54 and uracil-55 in the psi GC loop of transfer RNAs;-;-;5.4.99.25;ko:K07583;-;-;-;-;ko00000,ko01000,ko03016;-;-;-;-
k105_108009_1;1229909.NSED_01705;5.59e-92;270.0;COG0048@1|root,arCOG04255@2157|Archaea,41SIB@651137|Thaumarchaeota;651137|Thaumarchaeota;J;With S4 and S5 plays an important role in translational accuracy. Located at the interface of the 30S and 50S subunits;rps12;-;-;ko:K02950;ko03010,map03010;M00178,M00179;-;-;br01610,ko00000,ko00001,ko00002,ko03011;-;-;-;Ribosom_S12_S23
k105_108009_2;436308.Nmar_0353;8.37e-96;280.0;COG0195@1|root,arCOG01760@2157|Archaea,41SJQ@651137|Thaumarchaeota;651137|Thaumarchaeota;K;Participates in transcription termination;nusA;-;-;ko:K02600;-;-;-;-;ko00000,ko03009,ko03021;-;-;-;KH_2
k105_108009_3;436308.Nmar_0352;2.24e-55;174.0;COG1911@1|root,arCOG01752@2157|Archaea,41SW9@651137|Thaumarchaeota;651137|Thaumarchaeota;J;PFAM ribosomal protein L7Ae L30e S12e Gadd45;-;-;-;ko:K02908;ko03010,map03010;M00177,M00179;-;-;br01610,ko00000,ko00001,ko00002,ko03011;-;-;-;Ribosomal_L7Ae
k105_108009_4;1229909.NSED_01685;2.4e-158;457.0;arCOG08777@1|root,arCOG08800@1|root,arCOG08777@2157|Archaea,arCOG08800@2157|Archaea;2157|Archaea;L;metallopeptidase activity;-;-;-;-;-;-;-;-;-;-;-;-;CHB_HEX_C_1,Polysacc_deac_1
k105_23235_1;436308.Nmar_0714;7.95e-19;87.0;arCOG00373@1|root,arCOG00373@2157|Archaea,41ST8@651137|Thaumarchaeota;651137|Thaumarchaeota;L;ATPase involved in DNA repair;-;-;-;-;-;-;-;-;-;-;-;-;-
k105_23235_2;436308.Nmar_0715;1.96e-79;237.0;COG1310@1|root,arCOG01139@2157|Archaea,41SQ7@651137|Thaumarchaeota;651137|Thaumarchaeota;S;metal-dependent protease of the PAD1 JAB1 superfamily;-;-;-;-;-;-;-;-;-;-;-;-;Prok-JAB
k105_23235_3;1229909.NSED_03695;7.92e-45;148.0;arCOG08750@1|root,arCOG08750@2157|Archaea,41SSB@651137|Thaumarchaeota;651137|Thaumarchaeota;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
k105_23235_4;1229909.NSED_03700;1.41e-20;86.3;arCOG08751@1|root,arCOG08751@2157|Archaea,41SS7@651137|Thaumarchaeota;651137|Thaumarchaeota;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
k105_23235_5;1229909.NSED_03705;2.66e-164;470.0;COG1173@1|root,arCOG00749@2157|Archaea,41SFE@651137|Thaumarchaeota;651137|Thaumarchaeota;P;inner membrane component;-;-;-;ko:K02034;ko02024,map02024;M00239;-;-;ko00000,ko00001,ko00002,ko02000;3.A.1.5;-;-;BPD_transp_1
k105_108703_1;1229909.NSED_00650;1.31e-58;187.0;COG1634@1|root,arCOG04303@2157|Archaea,41SKX@651137|Thaumarchaeota;651137|Thaumarchaeota;H;Catalyzes the transfer of diphosphate from ATP to 6- hydroxymethyl-7,8-dihydropterin (6-HMD), leading to 6- hydroxymethyl-7,8-dihydropterin diphosphate (6-HMDP);mptE;-;2.7.6.3;ko:K07142;ko00790,map00790;-;R03503;RC00002,RC00017;ko00000,ko00001,ko01000;-;-;-;MAF_flag10
k105_108703_2;1229909.NSED_00645;4.84e-98;288.0;arCOG05463@1|root,arCOG05463@2157|Archaea,41SR3@651137|Thaumarchaeota;651137|Thaumarchaeota;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
k105_108703_3;436308.Nmar_1573;0.0;942.0;COG0519@1|root,arCOG00085@2157|Archaea,41SDI@651137|Thaumarchaeota;651137|Thaumarchaeota;F;Catalyzes the synthesis of GMP from XMP;guaA;-;6.3.5.2;ko:K01951;ko00230,ko00983,ko01100,map00230,map00983,map01100;M00050;R01230,R01231,R08244;RC00010,RC00204;ko00000,ko00001,ko00002,ko01000,ko01002;-;-;-;GATase,GMP_synt_C,NAD_synthase
k105_108703_4;1229909.NSED_00635;1.92e-60;188.0;arCOG08684@1|root,arCOG08684@2157|Archaea;2157|Archaea;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
k105_108703_5;436308.Nmar_1575;4.95e-47;151.0;arCOG08720@1|root,arCOG08720@2157|Archaea;2157|Archaea;S;Domain of unknown function (DUF2024);-;-;-;-;-;-;-;-;-;-;-;-;DUF2024
k105_108703_6;436308.Nmar_1576;1.7e-159;452.0;COG1940@1|root,arCOG04280@2157|Archaea,41SWX@651137|Thaumarchaeota;651137|Thaumarchaeota;K;ROK family;-;-;2.7.1.4;ko:K00847;ko00051,ko00500,ko00520,ko01100,map00051,map00500,map00520,map01100;-;R00760,R00867,R03920;RC00002,RC00017;ko00000,ko00001,ko01000;-;-;-;ROK
k105_108703_7;436308.Nmar_1577;9.5e-245;682.0;COG0459@1|root,arCOG01257@2157|Archaea,41T11@651137|Thaumarchaeota;651137|Thaumarchaeota;O;TCP-1/cpn60 chaperonin family;-;-;-;ko:K22447;-;-;-;-;ko00000,ko03110;-;-;-;Cpn60_TCP1
k105_109116_1;1229909.NSED_04150;2.42e-50;165.0;arCOG10540@1|root,arCOG10540@2157|Archaea;2157|Archaea;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
k105_109116_3;1229909.NSED_04080;0.0;1358.0;COG0480@1|root,arCOG01559@2157|Archaea,41S9B@651137|Thaumarchaeota;651137|Thaumarchaeota;J;Catalyzes the GTP-dependent ribosomal translocation step during translation elongation. During this step, the ribosome changes from the pre-translocational (PRE) to the post- translocational (POST) state as the newly formed A-site-bound peptidyl-tRNA and P-site-bound deacylated tRNA move to the P and E sites, respectively. Catalyzes the coordinated movement of the two tRNA molecules, the mRNA and conformational changes in the ribosome;fusA;-;-;ko:K03234;ko04152,ko04921,map04152,map04921;-;-;-;ko00000,ko00001,ko03012,ko04147;-;-;-;EFG_C,EFG_II,EFG_IV,GTP_EFTU,GTP_EFTU_D2
k105_109116_4;1229909.NSED_04070;3.26e-32;119.0;COG2107@1|root,arCOG00654@2157|Archaea,41SB8@651137|Thaumarchaeota;651137|Thaumarchaeota;H;Catalyzes the conversion of cyclic dehypoxanthine futalosine (cyclic DHFL) into 1,4-dihydroxy-6-naphthoate, a step in the biosynthesis of menaquinone (MK, vitamin K2);mqnD;-;-;ko:K11785;ko00130,ko01110,map00130,map01110;-;R08589;RC02330;ko00000,ko00001,ko01000;-;-;-;VitK2_biosynth
k105_24525_1;436308.Nmar_0727;1.48e-44;151.0;arCOG08797@1|root,arCOG08797@2157|Archaea;2157|Archaea;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
k105_24525_2;1229909.NSED_05435;6.77e-84;248.0;COG0346@1|root,arCOG02706@2157|Archaea,41SQS@651137|Thaumarchaeota;651137|Thaumarchaeota;E;Glyoxalase bleomycin resistance protein dioxygenase;-;-;5.1.99.1;ko:K05606;ko00280,ko00630,ko00640,ko00720,ko01100,ko01120,ko01200,map00280,map00630,map00640,map00720,map01100,map01120,map01200;M00373,M00375,M00376,M00741;R02765,R09979;RC00780,RC02739;ko00000,ko00001,ko00002,ko01000;-;-;-;Glyoxalase_4
k105_24525_3;1229909.NSED_05460;0.0;990.0;COG1884@1|root,arCOG04232@2157|Archaea,41SBW@651137|Thaumarchaeota;651137|Thaumarchaeota;I;Methylmalonyl-CoA mutase;-;-;5.4.99.2;ko:K01848;ko00280,ko00630,ko00640,ko00720,ko01100,ko01120,ko01200,map00280,map00630,map00640,map00720,map01100,map01120,map01200;M00375,M00376,M00741;R00833;RC00395;ko00000,ko00001,ko00002,ko01000;-;-;-;MM_CoA_mutase
k105_24525_4;1229909.NSED_05465;1.06e-177;499.0;COG1703@1|root,arCOG01226@2157|Archaea,41SFN@651137|Thaumarchaeota;651137|Thaumarchaeota;E;LAO AO transport system ATPase;-;-;-;ko:K07588;-;-;-;-;ko00000,ko01000;-;-;-;ArgK
k105_24525_5;1229909.NSED_05485;2.67e-67;206.0;arCOG08685@1|root,arCOG08685@2157|Archaea,41T67@651137|Thaumarchaeota;651137|Thaumarchaeota;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
k105_24525_6;1229909.NSED_05490;1.61e-138;416.0;COG0308@1|root,arCOG02969@2157|Archaea,41SJH@651137|Thaumarchaeota;651137|Thaumarchaeota;E;Peptidase family M1 domain;-;-;3.4.11.2;ko:K01256,ko:K13722;ko00480,ko01100,map00480,map01100;-;R00899,R04951;RC00096,RC00141;ko00000,ko00001,ko01000,ko01002;-;-;-;ERAP1_C,Peptidase_M1
k105_109353_1;436308.Nmar_0973;1.83e-115;342.0;arCOG08728@1|root,arCOG08728@2157|Archaea;2157|Archaea;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
k105_109353_3;436308.Nmar_0974;1.11e-64;203.0;COG1683@1|root,arCOG04848@2157|Archaea;2157|Archaea;S;Protein of unknown function (DUF1722);-;-;-;-;-;-;-;-;-;-;-;-;DUF1722,DUF523
k105_109353_4;436308.Nmar_0977;6.97e-154;448.0;COG0702@1|root,arCOG03015@2157|Archaea;2157|Archaea;GM;NAD-dependent epimerase dehydratase;-;-;4.2.1.46;ko:K01710;ko00521,ko00523,ko00525,ko01055,ko01130,map00521,map00523,map00525,map01055,map01130;M00793;R06513;RC00402;ko00000,ko00001,ko00002,ko01000;-;-;-;NAD_binding_10
k105_109529_1;1229909.NSED_03745;1.94e-57;183.0;COG2047@1|root,arCOG00348@2157|Archaea,41SFT@651137|Thaumarchaeota;651137|Thaumarchaeota;S;PAC2 family;-;-;-;ko:K07159;-;-;-;-;ko00000;-;-;-;PAC2
k105_109529_2;436308.Nmar_0726;0.0;1017.0;COG0553@1|root,arCOG00883@2157|Archaea,41T0G@651137|Thaumarchaeota;651137|Thaumarchaeota;K;SNF2 family N-terminal domain;-;-;-;-;-;-;-;-;-;-;-;-;Helicase_C,SNF2_N
k105_109529_4;436308.Nmar_0360;3.67e-108;315.0;COG0778@1|root,arCOG00288@2157|Archaea;2157|Archaea;C;Nitroreductase;-;-;-;-;-;-;-;-;-;-;-;-;Nitroreductase
k105_109529_5;436308.Nmar_0967;3.18e-36;134.0;COG0215@1|root,arCOG00486@2157|Archaea,41SEW@651137|Thaumarchaeota;651137|Thaumarchaeota;J;PFAM tRNA synthetases class I (C) catalytic domain;cysS;-;6.1.1.16;ko:K01883;ko00970,map00970;M00359,M00360;R03650;RC00055,RC00523;ko00000,ko00001,ko00002,ko01000,ko01007,ko03016;-;-;-;DALR_2,tRNA-synt_1e,tRNA-synt_1g
k105_109540_2;436308.Nmar_0978;2.16e-154;439.0;COG5012@1|root,arCOG03402@2157|Archaea;2157|Archaea;T;Cobalamin B12-binding domain protein;-;-;-;ko:K16955,ko:K22491;ko00920,map00920;-;R09997;RC00035;ko00000,ko00001,ko03000;-;-;-;B12-binding,B12-binding_2
k105_25069_1;1229909.NSED_06350;4.35e-93;282.0;COG1378@1|root,arCOG02037@2157|Archaea,41T17@651137|Thaumarchaeota;651137|Thaumarchaeota;K;Sugar-specific transcriptional regulator TrmB;-;-;-;-;-;-;-;-;-;-;-;-;TrmB
k105_25069_2;1229909.NSED_06345;4.11e-76;233.0;COG5491@1|root,arCOG00452@2157|Archaea;2157|Archaea;N;conserved protein implicated in secretion;-;-;-;-;-;-;-;-;-;-;-;-;Snf7
k105_25069_3;436308.Nmar_1089;8.28e-71;218.0;arCOG08707@1|root,arCOG08707@2157|Archaea;2157|Archaea;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
k105_25069_4;1229909.NSED_06335;4.37e-83;256.0;COG0464@1|root,arCOG01307@2157|Archaea,41SA4@651137|Thaumarchaeota;651137|Thaumarchaeota;D;AAA domain (Cdc48 subfamily);-;-;-;-;-;-;-;-;-;-;-;-;AAA,MIT,Vps4_C
k105_25696_1;1229909.NSED_08480;2.05e-183;524.0;COG1290@1|root,arCOG01721@2157|Archaea,41SDA@651137|Thaumarchaeota;651137|Thaumarchaeota;C;Cytochrome b subunit of the bc complex;-;-;-;ko:K00412;ko00190,ko01100,ko02020,ko04260,ko04714,ko04932,ko05010,ko05012,ko05016,map00190,map01100,map02020,map04260,map04714,map04932,map05010,map05012,map05016;M00151,M00152;-;-;ko00000,ko00001,ko00002,ko03029;-;-;-;Cytochrom_B_C,Cytochrome_B
k105_25696_2;1229909.NSED_08475;1.19e-74;226.0;COG3794@1|root,arCOG02926@2157|Archaea,41SPG@651137|Thaumarchaeota;651137|Thaumarchaeota;C;PFAM Copper binding proteins, plastocyanin azurin family;-;-;-;-;-;-;-;-;-;-;-;-;Copper-bind
k105_25696_3;436308.Nmar_1541;1.39e-60;188.0;arCOG08633@1|root,arCOG08633@2157|Archaea,41SUK@651137|Thaumarchaeota;651137|Thaumarchaeota;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
k105_25696_4;1229909.NSED_08465;3.33e-102;303.0;COG0122@1|root,arCOG00464@2157|Archaea,41SHE@651137|Thaumarchaeota;651137|Thaumarchaeota;L;8-oxoguanine DNA glycosylase;-;-;4.2.99.18;ko:K03660;ko03410,map03410;-;-;-;ko00000,ko00001,ko01000,ko03400;-;-;-;HhH-GPD
k105_26642_1;1229909.NSED_06265;2.72e-49;160.0;COG0440@1|root,arCOG04445@2157|Archaea,41SNS@651137|Thaumarchaeota;651137|Thaumarchaeota;E;acetolactate synthase, small;-;-;2.2.1.6;ko:K01653;ko00290,ko00650,ko00660,ko00770,ko01100,ko01110,ko01130,ko01210,ko01230,map00290,map00650,map00660,map00770,map01100,map01110,map01130,map01210,map01230;M00019,M00570;R00006,R00014,R00226,R03050,R04672,R04673,R08648;RC00027,RC00106,RC01192,RC02744,RC02893;ko00000,ko00001,ko00002,ko01000;-;-;-;ACT,ACT_5,ALS_ss_C
k105_26642_2;1229909.NSED_06260;4.25e-312;856.0;COG0119@1|root,arCOG02092@2157|Archaea,41SBX@651137|Thaumarchaeota;651137|Thaumarchaeota;E;Belongs to the alpha-IPM synthase homocitrate synthase family;-;-;2.3.3.13;ko:K01649;ko00290,ko00620,ko01100,ko01110,ko01210,ko01230,map00290,map00620,map01100,map01110,map01210,map01230;M00432;R01213;RC00004,RC00470,RC02754;br01601,ko00000,ko00001,ko00002,ko01000;-;-;-;HMGL-like,LeuA_dimer
k105_26642_3;436308.Nmar_1069;2.48e-187;525.0;COG0473@1|root,arCOG01163@2157|Archaea,41SAA@651137|Thaumarchaeota;651137|Thaumarchaeota;C;Isocitrate isopropylmalate dehydrogenase;-;-;1.1.1.85;ko:K00052;ko00290,ko00660,ko01100,ko01110,ko01210,ko01230,map00290,map00660,map01100,map01110,map01210,map01230;M00432,M00535;R00994,R04426,R10052;RC00084,RC00417,RC03036;br01601,ko00000,ko00001,ko00002,ko01000;-;-;-;Iso_dh
k105_26706_1;436308.Nmar_1236;2.77e-17;73.9;COG2093@1|root,arCOG04077@2157|Archaea,41SVE@651137|Thaumarchaeota;651137|Thaumarchaeota;K;Transcription elongation factor Spt4;spt4;-;2.7.7.6;ko:K03050;ko00230,ko00240,ko01100,ko03020,map00230,map00240,map01100,map03020;M00184;R00435,R00441,R00442,R00443;RC02795;br01611,ko00000,ko00001,ko00002,ko01000,ko03021;-;-;-;Spt4
k105_26706_2;1229909.NSED_06935;2.1e-151;430.0;COG0157@1|root,arCOG01482@2157|Archaea,41SHI@651137|Thaumarchaeota;651137|Thaumarchaeota;H;Involved in the catabolism of quinolinic acid (QA);-;-;2.4.2.19;ko:K00767;ko00760,ko01100,map00760,map01100;M00115;R03348;RC02877;ko00000,ko00001,ko00002,ko01000;-;-;-;QRPTase_C,QRPTase_N
k105_26706_3;436308.Nmar_1238;4.37e-53;170.0;COG0457@1|root,arCOG03032@2157|Archaea;2157|Archaea;T;PFAM TPR repeat-containing protein;-;-;-;-;-;-;-;-;-;-;-;-;TPR_11,TPR_16,TPR_17,TPR_19,TPR_2,TPR_8
k105_26706_4;1229909.NSED_06945;2.92e-209;580.0;COG0379@1|root,arCOG04459@2157|Archaea,41S6Y@651137|Thaumarchaeota;651137|Thaumarchaeota;H;Catalyzes the condensation of iminoaspartate with dihydroxyacetone phosphate to form quinolinate;nadA;-;2.5.1.72;ko:K03517;ko00760,ko01100,map00760,map01100;M00115;R04292;RC01119;ko00000,ko00001,ko00002,ko01000;-;-;-;NadA
k105_26706_5;436308.Nmar_1240;5.22e-116;338.0;COG1712@1|root,arCOG00254@2157|Archaea,41SGA@651137|Thaumarchaeota;651137|Thaumarchaeota;H;Specifically catalyzes the NAD or NADP-dependent dehydrogenation of L-aspartate to iminoaspartate;nadX;-;1.4.1.21;ko:K06989;ko00760,ko01100,map00760,map01100;-;R07407,R07410;RC02566;ko00000,ko00001,ko01000;-;-;-;DUF108,NAD_binding_3
k105_111845_2;1229909.NSED_03230;2.68e-232;650.0;arCOG08742@1|root,arCOG08742@2157|Archaea,41SS8@651137|Thaumarchaeota;651137|Thaumarchaeota;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
k105_111845_3;1229909.NSED_03225;3.61e-207;575.0;COG0391@1|root,arCOG04395@2157|Archaea,41SCH@651137|Thaumarchaeota;651137|Thaumarchaeota;H;Uncharacterised protein family UPF0052;-;-;2.7.8.28;ko:K11212;ko00680,ko01120,map00680,map01120;M00378;R09398;RC00002,RC00017;ko00000,ko00001,ko00002,ko01000;-;-;-;UPF0052
k105_111845_4;1229909.NSED_03220;9.14e-114;330.0;COG1920@1|root,arCOG04472@2157|Archaea,41SPV@651137|Thaumarchaeota;651137|Thaumarchaeota;H;Guanylyl transferase CofC like;-;-;2.7.7.68;ko:K14941;ko00680,ko01120,map00680,map01120;M00378;R09397;RC00002;ko00000,ko00001,ko00002,ko01000;-;-;-;CofC
k105_111845_5;436308.Nmar_0623;1.58e-58;191.0;arCOG08741@1|root,arCOG08741@2157|Archaea,41SWQ@651137|Thaumarchaeota;651137|Thaumarchaeota;E;CAAX protease self-immunity;-;-;-;-;-;-;-;-;-;-;-;-;Abi
k105_27589_3;1229909.NSED_03555;2.03e-97;285.0;arCOG11723@1|root,arCOG11723@2157|Archaea;2157|Archaea;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
k105_27589_4;1229909.NSED_03560;4.93e-63;193.0;arCOG08023@1|root,arCOG08023@2157|Archaea;2157|Archaea;-;-;-;-;-;-;-;-;-;-;-;-;-;-;zinc_ribbon_2
k105_27589_5;586416.GZ22_18245;1.39e-15;80.9;COG1787@1|root,COG1787@2|Bacteria,1VBYF@1239|Firmicutes,4HM6M@91061|Bacilli;91061|Bacilli;V;endonuclease distantly related to archaeal Holliday junction resolvase and Mrr-like restriction enzymes;-;-;-;ko:K07448;-;-;-;-;ko00000,ko02048;-;-;-;Mrr_cat,zf-C4_Topoisom
k105_27589_6;1229909.NSED_03575;3.6e-98;292.0;COG2519@1|root,arCOG00978@2157|Archaea,41SEF@651137|Thaumarchaeota;651137|Thaumarchaeota;Q;tRNA methyltransferase complex GCD14 subunit;-;-;2.1.1.219,2.1.1.220;ko:K07442;-;-;-;-;ko00000,ko01000,ko03016;-;-;-;GCD14
k105_113290_1;436308.Nmar_0060;5.92e-35;127.0;COG1794@1|root,arCOG02005@2157|Archaea,41SM4@651137|Thaumarchaeota;651137|Thaumarchaeota;M;Asp/Glu/Hydantoin racemase;-;-;5.1.1.3;ko:K01776;ko00471,ko01100,map00471,map01100;-;R00260;RC00302;ko00000,ko00001,ko01000,ko01011;-;-;-;Asp_Glu_race
k105_113290_2;436308.Nmar_0059;5.95e-150;425.0;COG2875@1|root,arCOG00645@2157|Archaea,41SE7@651137|Thaumarchaeota;651137|Thaumarchaeota;H;Tetrapyrrole (Corrin/Porphyrin) Methylases;-;-;2.1.1.133,2.1.1.271;ko:K05936;ko00860,ko01100,map00860,map01100;-;R05181,R05810;RC00003,RC01294,RC02049;ko00000,ko00001,ko01000;-;-;-;TP_methylase
k105_113290_3;436308.Nmar_0058;1.4e-152;431.0;COG2243@1|root,arCOG00648@2157|Archaea,41SGJ@651137|Thaumarchaeota;651137|Thaumarchaeota;H;Tetrapyrrole (Corrin/Porphyrin) Methylases;-;-;2.1.1.130,2.1.1.151;ko:K03394;ko00860,ko01100,map00860,map01100;-;R03948,R05808;RC00003,RC01035,RC01662;ko00000,ko00001,ko01000;-;-;-;TP_methylase
k105_113290_4;1229909.NSED_09915;1.65e-111;323.0;COG2242@1|root,arCOG00977@2157|Archaea,41SID@651137|Thaumarchaeota;651137|Thaumarchaeota;J;Catalyzes the methylation of C-15 in cobalt-precorrin-6B followed by the decarboxylation of C-12 to form cobalt-precorrin- 7;cbiT;-;2.1.1.196;ko:K02191;ko00860,map00860;-;R05813,R07774;RC00003,RC02052,RC02054;ko00000,ko00001,ko01000;-;-;-;Methyltransf_31
k105_113290_5;1229909.NSED_09910;1.35e-74;227.0;arCOG10415@1|root,arCOG10415@2157|Archaea,41T6I@651137|Thaumarchaeota;651137|Thaumarchaeota;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
